Topic_Code,Topic_Categories,Question,Response
AASKK05,K- Mean,algorithm used in k means,https://en.wikipedia.org/wiki/K-means_clustering
AASKK05,K- Mean,formula used in kmeans,https://en.wikipedia.org/wiki/K-means_clustering
AASKK05,K- Mean,formula used in k means,https://en.wikipedia.org/wiki/K-means_clustering
AASKK05,K- Mean,how to find centroid of cluster in k mean clustering,https://en.wikipedia.org/wiki/K-means_clustering
AASKK05,K- Mean,do we standardize data in k means clustering ,https://en.wikipedia.org/wiki/K-means_clustering
AASKK05,K- Mean,what is Lloyd's algorithm ,https://en.wikipedia.org/wiki/K-means_clustering
AASKK05,K- Mean,what is k in kmeans clustering ,https://en.wikipedia.org/wiki/K-means_clustering
AASKK05,K- Mean,what is output of k means clustering ,https://en.wikipedia.org/wiki/K-means_clustering
AASKK05,K- Mean,how to calculate with in cluster variance ,https://en.wikipedia.org/wiki/K-means_clustering
AASKK05,K- Mean,how to calculate total cluster inertia ,https://en.wikipedia.org/wiki/K-means_clustering
AASKK05,K- Mean,problem with k means clustering ,https://en.wikipedia.org/wiki/K-means_clustering
AASKK05,K- Mean,issue with k mean clustering,https://en.wikipedia.org/wiki/K-means_clustering
AASKK05,K- Mean,benefits of k mean clustering ,https://en.wikipedia.org/wiki/K-means_clustering
AASKK05,K- Mean,what Is elbow plot,https://en.wikipedia.org/wiki/K-means_clustering
AASKK05,K- Mean,importance of elbow plot ,https://en.wikipedia.org/wiki/K-means_clustering
AASKK05,DB scan,what is Db scan clustering ,https://en.wikipedia.org/wiki/DBSCAN
AASKK05,DB scan,how to perform Db scan unsupervised method,https://en.wikipedia.org/wiki/DBSCAN
AASKK05,DB scan,how to perform Db scan unsupervised techniques,https://en.wikipedia.org/wiki/DBSCAN
AASKK05,DB scan,use of Db scan clustering,https://en.wikipedia.org/wiki/DBSCAN
AASKK05,DB scan,Db scans clustering use,https://en.wikipedia.org/wiki/DBSCAN
AASKK05,DB scan,effect of Db scans clustering,https://en.wikipedia.org/wiki/DBSCAN
AASKK05,DB scan,what is dBs can clustering ,https://en.wikipedia.org/wiki/DBSCAN
AASKK05,DB scan,how to perform DB scan unsupervised method,https://en.wikipedia.org/wiki/DBSCAN
AASKK05,DB scan,how to perform DB scan unsupervised techniques,https://en.wikipedia.org/wiki/DBSCAN
AASKK05,DB scan,use of dBs can clustering,https://en.wikipedia.org/wiki/DBSCAN
AASKK05,DB scan,DB scan clustering use,https://en.wikipedia.org/wiki/DBSCAN
AASKK05,DB scan,effect of DB scan clustering,https://en.wikipedia.org/wiki/DBSCAN
AASKK05,DB scan,impact of DB scan clustering on data set ,https://en.wikipedia.org/wiki/DBSCAN
AASKK05,DB scan,algorithm used in DB scan,https://en.wikipedia.org/wiki/DBSCAN
AASKK05,DB scan,algorithm used in Db scans,https://en.wikipedia.org/wiki/DBSCAN
AASKK05,DB scan,formula used in DB scan,https://en.wikipedia.org/wiki/DBSCAN
AASKK05,DB scan,formula used in Db scans,https://en.wikipedia.org/wiki/DBSCAN
AASKK05,Agglomerative Clustering ,what is agglomerative clustering ,"http://mlwiki.org/index.php/Hierarchical_Clustering#:~:text=Agglomerative%20Clustering%3A%20This%20is%20a,one%20moves%20up%20the%20hierarchy."
AASKK05,Agglomerative Clustering ,how to do agglomerative clustering,"http://mlwiki.org/index.php/Hierarchical_Clustering#:~:text=Agglomerative%20Clustering%3A%20This%20is%20a,one%20moves%20up%20the%20hierarchy."
AASKK05,PCA,What PCA ,https://en.wikipedia.org/wiki/Principal_component_analysis
AASKK05,PCA,PCA technique ,https://en.wikipedia.org/wiki/Principal_component_analysis
AASKK05,PCA,How to do PCA,https://en.wikipedia.org/wiki/Principal_component_analysis
AASKK05,SVM,What is SVM,https://en.wikipedia.org/wiki/Support_vector_machine
AASKK05,SVM,How to do SVM,https://en.wikipedia.org/wiki/Support_vector_machine
AASKK05,Greetings,Hi there,"Hi there, how can I help?"
AASKK05,Greetings,How are you,"Hello, thanks for asking"
AASKK05,Greetings,Is anyone there?,"Hello, Good to see you"
AASKK05,Greetings,Hey,"Hi there, how can I help?"
AASKK05,Greetings,Hola,"Hi there, how can I help?"
AASKK05,Greetings,Hello,"Hi there, how can I help?"
AASKK05,Greetings,Good day,"Good to see you, how can I help you ?"
AASKK05,Bye Greetings,Bye,Please Click on Exit or Restart button on top
AASKK05,Bye Greetings,Exit,Please Click on Exit or Restart button on top
AASKK05,Bye Greetings,Restart,Please Click on Exit or Restart button on top
AASKK05,Bye Greetings,Close,Please Click on Exit or Restart button on top
